Recency,Frequency,TotalSpent,TotalItems,UniqueProducts,AvgOrderValue,AvgDaysBetweenPurchases,StdDaysBetweenPurchases,AvgBasketSize,MaxBasketSize,CustomerLifetimeDays,R_Score,F_Score,M_Score,RFM_Score,CustomerSegment_At Risk,CustomerSegment_Champions,CustomerSegment_Lost,CustomerSegment_Loyal,CustomerSegment_Potential
-0.5025806598612429,-0.5048557787733431,-0.5514690088112418,-0.5911627804479649,-0.5160896508287215,-0.7157100939398628,-0.31149344034544724,-0.7106607120466929,-0.880256005333619,-0.9312698955068421,-1.5886001250425823,0.44485213097007226,-1.3169549478025633,-1.3400998526651966,-0.8696582786022125,1.0,0.0,0.0,0.0,0.0
0.5653064015568185,-0.28275799663351536,-0.5278096169918035,-0.5266219287661895,-0.4995738596543532,-0.8642327113447037,-0.12361776781120483,-0.2005425252656821,-0.8030057286934752,-0.7216075103074526,-0.18182564534238915,-0.4394506306807565,-0.4289111877662365,-1.3400998526651966,-0.8696582786022125,1.0,0.0,0.0,0.0,0.0
-0.5522498255085946,1.0498286962054508,1.0985597809094712,1.003534096522569,0.9703315548644226,0.1359178956947924,-0.07809404715867686,0.18488031331225366,0.03663120669284974,0.219185243792372,1.1747068886542258,0.44485213097007226,1.3471763323064172,1.333877682716664,1.2314556791169773,0.0,1.0,0.0,0.0,0.0
1.5959415887393664,-0.5048557787733431,-0.4505732343873827,-0.5414125406099297,-0.6647317713980359,-0.11129639039583616,-0.31149344034544724,-0.7106607120466929,-0.6080407447921599,-0.732359427497165,0.534122080933602,-1.3237533923315852,-1.3169549478025633,-0.4487740075379097,-1.2198439382220774,1.0,0.0,0.0,0.0,0.0
1.1985882635605527,-0.5048557787733431,-0.6181843475178619,-0.5951965836780758,-0.7803423096186137,-1.1153667215946972,-0.31149344034544724,-0.7106607120466929,-0.9023275129450886,-0.9473977712914106,0.1321865153049754,-1.3237533923315852,-0.4289111877662365,-1.3400998526651966,-1.2198439382220774,1.0,0.0,0.0,0.0,0.0
0.5653064015568185,-0.28275799663351536,-0.531586568095509,-0.5508247481468552,-0.7142791449211406,-0.8755455785967317,1.3360316880317553,1.3418503268215827,-0.8692202515278842,-0.9151420197222737,0.09450505602729166,-0.4394506306807565,-0.4289111877662365,-1.3400998526651966,-0.8696582786022125,1.0,0.0,0.0,0.0,0.0
0.2052049506135188,-0.5048557787733431,-0.354154086400334,-0.20660687251071974,-0.33441594791067053,0.46630019043412074,-0.31149344034544724,-0.7106607120466929,1.2238943869598218,0.6062542626220142,-0.8726523987665912,-0.4394506306807565,-0.4289111877662365,-0.4487740075379097,-0.5194726189823475,0.0,0.0,0.0,0.0,1.0
0.3169605733200601,-0.5048557787733431,-0.5249331739557053,-0.5588923546070772,-0.26835278321319744,-0.5567478151600803,-0.31149344034544724,-0.7106607120466929,-0.7036839444418617,-0.8022468892302947,-0.75960802093354,-0.4394506306807565,-0.4289111877662365,-1.3400998526651966,-0.8696582786022125,1.0,0.0,0.0,0.0,0.0
1.1489190979132011,-0.5048557787733431,-0.5620030096596556,-0.5467909449167443,-0.6977633537467723,-0.7788137719906262,-0.31149344034544724,-0.7106607120466929,-0.6374694216074527,-0.7538632618765895,0.08194456960139708,-1.3237533923315852,-1.3169549478025633,-1.3400998526651966,-1.5700295978419423,0.0,0.0,1.0,0.0,0.0
-0.5522498255085946,-0.5048557787733431,-0.5664083728680942,-0.5306557319963005,-0.7473107272698772,-0.805203994053676,-0.31149344034544724,-0.7106607120466929,-0.5491833911615741,-0.6893517587383159,-1.6388420707461608,0.44485213097007226,-0.4289111877662365,-1.3400998526651966,-0.5194726189823475,0.0,0.0,0.0,0.0,1.0
2.2043888679194246,-0.5048557787733431,-0.5305176196699319,-0.5373787373798187,-0.6151843978749311,-0.5902013025400052,-0.31149344034544724,-0.7106607120466929,-0.5859692371806902,-0.7162315517125966,1.1495859158024366,-1.3237533923315852,-1.3169549478025633,-1.3400998526651966,-1.5700295978419423,0.0,0.0,1.0,0.0,0.0
1.6207761715630424,-0.5048557787733431,-0.5198281354141616,-0.5467909449167443,-0.26835278321319744,-0.5261662048870167,-0.31149344034544724,-0.7106607120466929,-0.6374694216074527,-0.7538632618765895,0.5592430537853912,-1.3237533923315852,-0.4289111877662365,-1.3400998526651966,-1.2198439382220774,1.0,0.0,0.0,0.0,0.0
-0.4653287856257291,-0.060660214493687664,-0.06593319848823247,-0.1138293982181676,0.21060516084348227,-0.0386974069557207,0.02133991892267452,0.4952581628860374,-0.14208669521668943,-0.2377712367704,0.47131964880412913,0.44485213097007226,0.45913257227009036,0.44255183758937716,0.5310843598772473,0.0,0.0,0.0,1.0,0.0
-0.018306294799563833,-0.060660214493687664,-0.4360420142748415,-0.5104867158457457,-0.2518369920388292,-0.7777400521713942,-0.10027227004067768,-0.09089256320575696,-0.8655416669259726,-0.8398785993942878,-0.3199909960272296,-0.4394506306807565,0.45913257227009036,-0.4487740075379097,-0.16928695936248256,0.0,0.0,0.0,0.0,1.0
2.216806159331263,-0.5048557787733431,-0.444742606611508,-0.45670267277759946,-0.6977633537467723,-0.07636815531238807,-0.31149344034544724,-0.7106607120466929,-0.14453908495129703,-0.3936740360212281,1.1621464022283312,-1.3237533923315852,-1.3169549478025633,-0.4487740075379097,-1.2198439382220774,1.0,0.0,0.0,0.0,0.0
